,0,1,2,3
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.01,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,0.0,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.01,-0.01,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.01,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,0.0,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.01,-0.01,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0199,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,0.0,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.01,-0.0199,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0199,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,0.0,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.01,-0.0199,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0199,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.01,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.01,-0.0199,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0199,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0199,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.01,-0.0199,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0199,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.01,-0.0199,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0199,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.0199,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0199,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.029701,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0199,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.029701,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.029701,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.029701,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.029701,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.01
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.03940399,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.01
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.01,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.01
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.029701,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.01
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.03940399,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.01
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0490099501,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.01
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.01,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0490099501,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,0.0,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,9e-05,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.01
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.0199,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0490099501,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,8.100000000000001e-07,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0002682,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.01
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.029701,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0490099501,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,8.100000000000001e-07,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0002682,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,0.0,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,9e-05,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0199
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.029701,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0490099501,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,0.0,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,8.100000000000001e-07,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0002682,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,8.100000000000001e-07,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0002682,0.0,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.029701
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.029701,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0490099501,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.0199,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,7.290000000000002e-09,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,8.100000000000001e-07,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0002682,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,3.2157000000000004e-06,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.000532827,2.4138e-06,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.03940399
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.029701,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0490099501,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,0.0,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.029701,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,7.290000000000002e-09,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,8.100000000000001e-07,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0002682,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,3.2157000000000004e-06,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.000532827,2.4138e-06,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.03940399
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.029701,0.0,0.0,0.0
******,0.0,0.0,0.0,0.0
"[5.0, 5.0, 35.0, 35.0]",0.0,0.0,0.0,0.0
"[5.0, 45.0, 35.0, 75.0]",0.0,0.0,0.0,0.0
"[5.0, 85.0, 35.0, 115.0]",0.0,0.0,-0.0490099501,0.0
"[45.0, 5.0, 75.0, 35.0]",0.0,0.0,6.561000000000002e-11,0.0
"[45.0, 45.0, 75.0, 75.0]",0.0,-0.029701,-0.03940399,0.0
terminal,0.0,0.0,0.0,0.0
"[85.0, 5.0, 115.0, 35.0]",0.0,-0.0490099501,3.615840000000001e-08,0.0
"[5.0, 125.0, 35.0, 155.0]",0.0,0.0,8.100000000000001e-07,0.0
"[45.0, 125.0, 75.0, 155.0]",-0.0199,0.0,0.0002682,0.0
"[125.0, 5.0, 155.0, 35.0]",0.0,7.978986000000001e-06,0.0,0.0
"[125.0, 45.0, 155.0, 75.0]",0.0,0.0008821346400000001,2.4138e-06,-0.01
"[125.0, 85.0, 155.0, 115.0]",0.0,0.0,0.0,0.0490099501
"[125.0, 125.0, 155.0, 155.0]",0.0,0.0,0.0,0.0
"[85.0, 125.0, 115.0, 155.0]",0.029701,0.0,0.0,0.0
